school,id,division,conference,rating,rd,volatility,wins,losses
Florida International,2229,East,Conference USA,317.696983284756,110.9304556390486,0.05998421534006003,0.0,5.0
Florida State,52,Atlantic,ACC,1280.2738993644455,72.005001043992,0.060029504653988056,3.0,6.0
Fresno State,278,West,Mountain West,1117.3149383432,67.5911097128818,0.059966526387298595,3.0,3.0
Georgia,61,East,SEC,2230.590186881019,78.81602979821935,0.05998063058674353,8.0,2.0
Georgia Southern,290,,Sun Belt,1382.6752949566526,71.81043081105801,0.0599193540348215,8.0,5.0
Georgia State,2247,,Sun Belt,1427.8753222051362,72.54289404703322,0.05998749742540219,6.0,4.0
Georgia Tech,59,Coastal,ACC,1253.5438734944055,71.22425326124042,0.06000448921659426,3.0,7.0
Hawai'i,62,West,Mountain West,1403.668497654366,70.98434994203096,0.060047306140365964,5.0,4.0
Houston,248,West,American Athletic,1303.9304093432315,69.07591578257826,0.05995921171745568,3.0,5.0
Illinois,356,West,Big Ten,1394.6776631809346,67.08530093009286,0.05998475985146333,2.0,6.0
Indiana,84,East,Big Ten,1930.459276832899,75.00500570497377,0.059986404065496914,6.0,2.0
Iowa,2294,West,Big Ten,1834.6821821607728,69.62036515326426,0.06000249776265023,6.0,2.0
Iowa State,66,,Big 12,2051.666244417408,70.34270215626675,0.05995694935969498,9.0,3.0
Kansas,2305,,Big 12,630.3493634194011,160.55623534124817,0.05999313633673544,0.0,9.0
Kansas State,2306,,Big 12,1536.7305898642853,73.26556369208487,0.06019831266194584,4.0,6.0
Kent State,2309,East,Mid-American,1435.6320058216681,91.13565311568827,0.05997994437798746,3.0,1.0
Kentucky,96,East,SEC,1762.97544718679,68.59451952549036,0.05994265047635427,5.0,6.0
Liberty,2335,,FBS Independents,1989.2196101462698,97.44619483731657,0.060065444463348557,10.0,1.0
Louisiana,309,,Sun Belt,2134.450580517725,90.63322779602602,0.0599784796956911,10.0,1.0
Louisiana Monroe,2433,,Sun Belt,51.56495738692979,138.22172695719482,0.059986173844570945,0.0,10.0
Louisiana Tech,2348,West,Conference USA,1237.8327156534972,72.95173837442809,0.059985969932101146,5.0,5.0
Louisville,97,Atlantic,ACC,1330.0029370184143,67.84915577962938,0.05995928137648226,4.0,7.0
LSU,99,West,SEC,1870.436296104253,69.47826521103603,0.06005480992621469,5.0,5.0
Marshall,276,East,Conference USA,1389.175347076033,74.75450285300872,0.06005286279951323,7.0,3.0
Maryland,120,East,Big Ten,1576.9179991672856,65.99341842118302,0.06001147149495433,2.0,3.0
Memphis,235,West,American Athletic,1491.4581430229925,72.92416944191449,0.059990339301686006,8.0,3.0
Miami,2390,Coastal,ACC,1817.303288711238,71.16535623071385,0.059933406231802364,8.0,3.0
Miami (OH),193,East,Mid-American,1867.5380043011066,69.65536871109823,0.06002642504260996,2.0,1.0
Michigan,130,East,Big Ten,1463.3894636694633,64.01731556335118,0.05996883535015181,2.0,4.0
Michigan State,127,East,Big Ten,1542.5584850513726,69.82832804921199,0.060069177149200396,2.0,5.0
Middle Tennessee,2393,East,Conference USA,977.759856568484,68.83396877370114,0.06000757358402925,3.0,6.0
Minnesota,135,West,Big Ten,1508.3969547269521,62.67808019143451,0.05996052258011956,3.0,4.0
Mississippi State,344,West,SEC,1735.7947859179885,68.22362051181425,0.06002360206110677,4.0,7.0
Missouri,142,East,SEC,1781.3351689034735,68.45741285857213,0.06002099534342319,5.0,5.0
Navy,2426,West,American Athletic,1214.4376619725886,69.15012326376231,0.059944221404666,3.0,7.0
NC State,152,Atlantic,ACC,1697.1251558174401,68.70395262830519,0.05998429186608906,8.0,4.0
Nebraska,158,West,Big Ten,1515.499238932593,65.7675438374805,0.06000215378627038,3.0,5.0
Nevada,2440,West,Mountain West,1562.5199955909723,74.95022099929342,0.05997805953694849,7.0,2.0
New Mexico,167,Mountain,Mountain West,1100.0807140537058,67.6973202017403,0.05998675476444798,2.0,5.0
New Mexico State,166,,FBS Independents,790.134543913844,192.18122284289757,0.05999916713634102,0.0,0.0
North Carolina,153,Coastal,ACC,1759.7206110959694,75.0319370305797,0.06007914494382272,8.0,4.0
Northern Illinois,2459,West,Mid-American,396.61619507700857,129.2909096570072,0.0599876115812525,0.0,6.0
North Texas,249,West,Conference USA,920.4869964704536,70.46955360847404,0.05997980453801343,4.0,6.0
Northwestern,77,West,Big Ten,2025.5323068815178,78.51125616773179,0.0600250441361114,7.0,2.0
Notre Dame,87,,FBS Independents,2302.6921995703137,90.54930947909409,0.05999085267329001,10.0,2.0
Ohio,195,East,Mid-American,910.2447679254594,75.89520923412819,0.05997759060614554,2.0,1.0
Ohio State,194,East,Big Ten,2878.956487912437,133.20752226147314,0.059989100146239205,7.0,0.0
Oklahoma,201,,Big 12,2138.84103224667,71.6350658238285,0.06004338974045671,9.0,2.0
Oklahoma State,197,,Big 12,1943.2802508627508,68.6716187900229,0.05998739303105229,8.0,3.0
Old Dominion,295,East,Conference USA,621.2002503546341,177.96186381275558,0.05999891701698995,0.0,0.0
Ole Miss,145,West,SEC,1814.9344875194643,66.59806790923972,0.06000106301771999,5.0,5.0
Oregon,2483,North,Pac-12,1675.6640106259924,67.78930926385534,0.06013019153903235,4.0,3.0
Oregon State,204,North,Pac-12,1408.3399632337337,66.16200380930476,0.06001101792484885,2.0,5.0
Penn State,213,East,Big Ten,1594.4679731480217,64.74262618039819,0.05995992950762424,4.0,5.0
Pittsburgh,221,Coastal,ACC,1568.1242024952217,71.60023095385273,0.05994303961787523,6.0,5.0
Purdue,2509,West,Big Ten,1416.1365709917104,65.07005115375539,0.06005076855764576,2.0,4.0
Rice,242,West,Conference USA,1027.2942279306885,67.05104776881535,0.06008690666259866,2.0,3.0
Rutgers,164,East,Big Ten,1437.1648874022003,64.48308882343609,0.06002789061562171,3.0,6.0
San Diego State,21,West,Mountain West,1449.898586813669,74.54878859383886,0.059943104441922565,4.0,4.0
San José State,23,West,Mountain West,1941.2811682712968,78.76288407384918,0.059967144592638126,7.0,1.0
SMU,2567,West,American Athletic,1467.3984730631398,74.79497514643714,0.060018337083134275,7.0,3.0
South Alabama,6,,Sun Belt,1100.588520434417,70.99729934632242,0.059928339527264556,4.0,7.0
South Carolina,2579,East,SEC,1453.220011768822,80.73518872331402,0.06002365224757316,2.0,8.0
Southern Mississippi,2572,West,Conference USA,935.3720825747415,69.80887353160591,0.059986123422891974,3.0,7.0
South Florida,58,East,American Athletic,538.7457666388127,97.66678257185762,0.059967095283866866,1.0,8.0
Stanford,24,North,Pac-12,1747.2888417236531,65.23144146142697,0.059988785647422375,4.0,2.0
Syracuse,183,Atlantic,ACC,1006.9391772699065,85.1637821542478,0.060006048588723084,1.0,10.0
TCU,2628,,Big 12,1791.039501134452,70.63869475856416,0.0600610143020372,6.0,4.0
Temple,218,East,American Athletic,788.4313061457033,84.83301168533254,0.05995328715558935,1.0,6.0
Tennessee,2633,East,SEC,1615.4285916767367,75.78519039737635,0.059972805925512226,3.0,7.0
Texas,251,,Big 12,1930.8499181379348,68.38056551817354,0.05996652035229491,7.0,3.0
Texas A&M,245,West,SEC,2572.713780615626,113.93088103429474,0.05996937248093649,9.0,1.0
Texas State,326,,Sun Belt,940.3610842904534,83.64115269331037,0.059984561339697505,2.0,10.0
Texas Tech,2641,,Big 12,1546.4848607782928,74.68436533794315,0.05998407447450672,4.0,6.0
Toledo,2649,West,Mid-American,1302.553324851026,73.80800243607075,0.059972032941161865,4.0,2.0
Troy,2653,,Sun Belt,1172.9150958115151,70.80689357263341,0.05996966154400964,5.0,6.0
Tulane,2655,West,American Athletic,1350.9413658805483,66.71648902404227,0.06000279085784602,6.0,6.0
Tulsa,202,West,American Athletic,1686.9055173593194,71.92791478706995,0.059944490174197264,6.0,3.0
UAB,5,West,Conference USA,1472.313435755583,73.9186968125503,0.05998351761759537,6.0,3.0
UCF,2116,East,American Athletic,1509.8039546355544,73.11935108576809,0.05992539571082759,6.0,4.0
UCLA,26,South,Pac-12,1503.583431533721,67.68247598376793,0.059936612066846646,3.0,4.0
UMass,113,,FBS Independents,364.5553874103239,164.5970503683855,0.05999935587494236,0.0,4.0
UNLV,2439,West,Mountain West,425.6456402483948,124.11469127621105,0.059987459954570256,0.0,6.0
USC,30,South,Pac-12,1832.970085181043,72.28302515926775,0.05999978188671336,5.0,1.0
Utah,254,South,Pac-12,1758.1396972584607,64.26995600046334,0.05996490023192227,3.0,2.0
Utah State,328,Mountain,Mountain West,1025.9920302803516,72.52719725566331,0.05997482732190265,1.0,5.0
UTEP,2638,West,Conference USA,524.2085948980762,90.31356225381305,0.05995499133204724,3.0,5.0
UT San Antonio,2636,West,Conference USA,1254.885068469328,74.38055805884349,0.05993855963484149,7.0,5.0
Vanderbilt,238,East,SEC,596.2447767550557,173.57972796312802,0.05999628804819072,0.0,9.0
Virginia,258,Coastal,ACC,1541.177288669797,68.42013699423327,0.060010953084175866,5.0,5.0
Virginia Tech,259,Coastal,ACC,1576.9741655182247,66.98921275686286,0.05997982745985589,5.0,6.0
Wake Forest,154,Atlantic,ACC,1461.4141621995777,70.161240880507,0.06001584414793295,4.0,5.0
Washington,264,North,Pac-12,1774.055379072208,68.47939060658346,0.060000725099122604,3.0,1.0
Washington State,265,North,Pac-12,1446.423662127859,68.06089434298073,0.05996415601423189,1.0,3.0
Western Kentucky,98,East,Conference USA,1080.8304491802394,73.20758336560722,0.05990623881062518,5.0,7.0
Western Michigan,2711,West,Mid-American,1287.6156634899291,74.61093227425445,0.060026007519297084,4.0,2.0
West Virginia,277,,Big 12,1720.0272909361938,68.9682277912684,0.05998026539426082,6.0,4.0
Wisconsin,275,West,Big Ten,1728.5945948083113,67.07831471894485,0.05992252220647418,4.0,3.0
Wyoming,2751,Mountain,Mountain West,1012.073048007803,73.65435951071005,0.06005268821694921,2.0,4.0
