team,conference,ncaa_id,rating,rd,volatility,wins,losses
Green Bay,Horizon,505541.0,1151.8848494008878,64.86275524956764,0.05998026075723768,8.0,17.0
Stony Brook,Am. East,505494.0,1148.7935983667635,63.320415999320716,0.059911902059899824,9.0,14.0
N.C. A&T,MEAC,505761.0,1145.0561510955642,72.04160767439315,0.05989796540420563,11.0,10.0
UT Martin,OVC,505501.0,1139.3654910313949,67.1121232216996,0.06003552979767497,8.0,16.0
Grambling,SWAC,505672.0,1137.6618512937891,69.63113708602302,0.060037533608302614,12.0,12.0
Rider,MAAC,505803.0,1137.060542594273,65.8013542118292,0.06002583957121792,6.0,17.0
Western Ill.,Summit,505535.0,1123.7274047251494,70.64575131872223,0.05989676819386386,7.0,15.0
Eastern Mich.,MAC,505652.0,1122.5358391753873,72.62070681510757,0.059985032519760347,6.0,12.0
SIUE,OVC,505483.0,1117.7960431260583,67.92186295534839,0.059943755158507556,9.0,17.0
UIC,Horizon,505686.0,1107.8122906111562,64.31967524083466,0.059978169619198336,9.0,13.0
Eastern Ill.,OVC,505650.0,1105.9522470908712,66.71322411883101,0.060030795639607004,9.0,18.0
Western Mich.,MAC,505537.0,1102.0580493195469,71.6361656465234,0.05992836840250872,5.0,16.0
Saint Francis (PA),NEC,505809.0,1096.9354911303449,65.10695751026111,0.06006175259242473,6.0,16.0
NJIT,Am. East,505754.0,1090.2513090000882,63.21085055866326,0.06009991818831659,7.0,12.0
Gardner-Webb,Big South,505552.0,1086.7987473014234,66.68300353643103,0.0601356381775483,11.0,15.0
Central Mich.,MAC,505621.0,1077.7889644116633,70.9340331174605,0.060072392309143935,7.0,16.0
Longwood,Big South,505707.0,1075.9025083611511,68.4726647342588,0.06002641435094255,12.0,17.0
Purdue Fort Wayne,Summit,505689.0,1074.5079159653897,66.89446429760523,0.060011844834817786,8.0,15.0
Central Conn. St.,NEC,505619.0,1071.3915003337484,66.29745654170262,0.06000272542240463,5.0,16.0
Northwestern St.,Southland,505774.0,1059.6856634383325,68.85064979010257,0.059893570390463745,11.0,18.0
Tennessee Tech,OVC,505498.0,1056.252150919813,71.59378644777208,0.06001893761888233,5.0,22.0
Omaha,Summit,505750.0,1040.4811732151231,73.64598559347048,0.059927056896897285,5.0,20.0
Kennesaw St.,A-Sun,505554.0,1036.2360629607535,77.32462734720202,0.05997131076671829,5.0,19.0
Binghamton,Am. East,505592.0,1036.1948767471367,67.80664206922086,0.060012706150542994,4.0,14.0
Hampton,Big South,505673.0,1028.5610470653687,64.62729565388958,0.05994336630268468,11.0,14.0
Southern U.,SWAC,505486.0,1026.6674380058569,67.46127219251204,0.059961876076726935,8.0,11.0
New Orleans,Southland,505757.0,1017.4167043927534,66.5504085901166,0.05984652080213705,10.0,15.0
Lamar University,Southland,505703.0,1011.8438926772509,71.69738594741271,0.06003857821692913,10.0,18.0
Loyola Maryland,Patriot,505712.0,1006.8486456854071,69.71652183745157,0.060003837391523755,6.0,11.0
Florida A&M,MEAC,505657.0,993.5365573974743,70.61668537962345,0.06005428549119841,8.0,12.0
High Point,Big South,505565.0,980.0732495537422,68.63072902194308,0.06011424232605037,9.0,15.0
Alcorn,SWAC,505578.0,968.1227826351591,71.92911416618861,0.059882715265586875,6.0,13.0
Delaware St.,MEAC,505640.0,964.9546700284035,83.07758775752819,0.05997424829255494,3.0,16.0
Northern Ill.,MAC,505771.0,958.5391209789013,78.34467341137464,0.060009067686121624,3.0,16.0
Robert Morris,NEC,505804.0,945.0156594497913,72.19300442215082,0.059991609380873376,4.0,15.0
Tennessee St.,OVC,505497.0,936.8597110820198,74.73357170712822,0.0599488570636995,4.0,19.0
USC Upstate,Big South,505563.0,913.3915904041098,68.70190913985961,0.05998897791530113,5.0,18.0
Southeastern La.,Southland,505480.0,905.1838631728731,67.3847801281223,0.060017773070858246,8.0,18.0
Presbyterian,Big South,505555.0,891.1132579381809,67.15564371905442,0.06002714902299784,7.0,15.0
Idaho,Big Sky,505683.0,887.8103523752219,95.0141094847884,0.060016850220499456,1.0,21.0
Central Ark.,Southland,505549.0,883.5697246913223,74.22761190300857,0.060052488185512495,5.0,19.0
McNeese,Southland,505724.0,855.411932649504,67.42271343161099,0.05991608948965176,10.0,14.0
UIW,Southland,505561.0,847.9998063313434,68.37698627197871,0.059973711261662975,8.0,14.0
Houston Baptist,Southland,505679.0,847.2132551528897,71.2611180656714,0.06004407812434165,6.0,19.0
Ark.-Pine Bluff,SWAC,505557.0,798.705209890965,77.11671122102722,0.05995451907628881,4.0,21.0
Alabama St.,SWAC,505574.0,790.4396770222182,72.07215723362566,0.06001657470359186,4.0,14.0
Denver,Summit,505642.0,778.0067561819154,86.12613838684688,0.059986106035694556,2.0,19.0
Charleston So.,Big South,505589.0,775.9436116237462,76.3302561695501,0.059941021475572634,3.0,18.0
A&M-Corpus Christi,Southland,505566.0,729.9291897609278,76.99975943356283,0.05996364246190694,5.0,19.0
Mississippi Val.,SWAC,505734.0,677.7569443240405,84.54136746233418,0.06003439672428804,2.0,22.0
South Carolina St.,MEAC,505474.0,585.5752152288323,91.82963072046685,0.06001778895914353,1.0,17.0
